,normal,count,word,tag,source
2109,Константинополь,1,['Константинополь'],"NOUN,inan,masc,Sgtm,Geox sing,accs",Tolstoyi_L._Voskresenie.txt
2110,Япония,1,['Японии'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voskresenie.txt
2111,Ростов,816,"['Ростовы', 'Ростову', 'Ростов', 'Ростова', 'Ростове']","NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2112,Москва,672,"['Москву', 'Москвою', 'Москва', 'Москве', 'Москвы', 'Москвой']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2113,Петербург,215,"['Петербург', 'Петербурге', 'Петербургом', 'Петербургу', 'Петербурга']","NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2114,Россия,170,"['Россию', 'России', 'Россия', 'Россией']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2115,Смоленск,89,"['Смоленском', 'Смоленска', 'Смоленску', 'Смоленск', 'Смоленске']","NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2116,Европа,56,"['Европы', 'Европой', 'Европе', 'Европу', 'Европа', 'Европою']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2117,Париж,54,"['Парижа', 'Париж', 'Париже']","NOUN,inan,masc,Sgtm,Geox sing,accs",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2118,Франция,49,"['Францию', 'Франция', 'Франции', 'Францией']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2119,Вена,43,"['Вену', 'Вене', 'Вены', 'Вена']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2120,Австрия,31,"['Австрии', 'Австриею', 'Австрию', 'Австрией', 'Австрия']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2121,Бенигсена,31,"['Бенигсену', 'Бенигсена']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2122,Мишо,27,['Мишо'],"NOUN,inan,masc,Sgtm,Fixd,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2123,Жерковы,25,['Жерков'],"NOUN,inan,femn,Sgtm,Geox sing,gent",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2124,Билибино,25,"['Билибина', 'Билибину']","NOUN,inan,neut,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2125,Тушино,23,['Тушина'],"NOUN,inan,neut,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2126,Неман,22,"['Немане', 'Неману', 'Неман', 'Немана']","NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2127,Дунай,22,"['Дунае', 'Дуная', 'Дунаю', 'Дунай', 'Дунаем']","NOUN,inan,masc,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2128,Польша,21,"['Польши', 'Польшу', 'Польша', 'Польше']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2129,Пруссия,21,"['Пруссию', 'Пруссия', 'Пруссии']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2130,Можайск,18,"['Можайск', 'Можайске', 'Можайска', 'Можайску']","NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2131,Богучарово,18,['Богучарово'],"NOUN,inan,neut,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2132,Воронеж,18,"['Воронеже', 'Воронеж', 'Воронежа']","NOUN,inan,masc,Sgtm,Geox sing,accs",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2133,Англия,17,"['Англию', 'Англии', 'Англией', 'Англия']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2134,Вязьма,17,"['Вязьмой', 'Вязьму', 'Вязьмы', 'Вязьме']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2135,Вильно,15,"['Вильне', 'Вильно']","NOUN,inan,masc,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2136,Жеркова,13,"['Жеркова', 'Жеркову']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2137,Турция,13,"['Турцией', 'Турцию', 'Турции']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2138,Мытищи,12,"['Мытищ', 'Мытищах', 'Мытищи']","NOUN,inan,GNdr,Pltm,Geox plur,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2139,Браунау,12,['Браунау'],"NOUN,inan,masc,Sgtm,Fixd,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2140,Шевардинской,12,"['Шевардинскому', 'Шевардинского', 'Шевардинское', 'Шевардинском']","ADJF,Geox masc,sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2141,Ярославль,11,"['Ярославлю', 'Ярославле', 'Ярославль']","NOUN,inan,masc,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2142,Ульм,10,"['Ульмом', 'Ульма', 'Ульме']","NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2143,Бородино,10,['Бородино'],"NOUN,inan,neut,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2144,Италия,10,"['Италию', 'Италии']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2145,Кремс,9,"['Кремсу', 'Кремсе', 'Кремса']","NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2146,Висла,8,"['Вислы', 'Вислу']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2147,Африка,8,"['Африку', 'Африке', 'Африки']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2148,Разумовский,8,"['Разумовские', 'Разумовских']","ADJF,Geox masc,sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2149,Витебск,8,"['Витебске', 'Витебска', 'Витебск']","NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2150,Днепр,7,"['Днепр', 'Днепру', 'Днепра', 'Днепром']","NOUN,inan,masc,Geox sing,accs",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2151,Сибирь,7,"['Сибири', 'Сибирь']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2152,Кирилыч,7,['Кирилыч'],"NOUN,inan,masc,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2153,Киев,7,"['Киева', 'Киев', 'Киеве']","NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2154,Дмитрич,7,['Дмитрич'],"NOUN,inan,masc,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2155,Швейцария,6,"['Швейцарии', 'Швейцарию']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2156,Эрфурт,6,"['Эрфурта', 'Эрфурте', 'Эрфуртом', 'Эрфурт']","NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2157,Неаполь,6,"['Неаполе', 'Неаполя', 'Неаполь']","NOUN,inan,masc,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2158,Тверь,6,"['Тверь', 'Твери']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2159,Малаш,6,['Малаша'],"NOUN,inan,masc,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2160,Вишау,6,['Вишау'],"NOUN,inan,masc,Sgtm,Fixd,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2161,Берлин,6,"['Берлин', 'Берлина']","NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2162,Десалем,6,['Десалем'],"NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2163,Иерусалим,5,"['Иерусалим', 'Иерусалима']","NOUN,inan,masc,Geox sing,accs",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2164,Малоярославец,5,"['Малоярославцем', 'Малоярославца', 'Малоярославец', 'Малоярославцу', 'Малоярославце']","NOUN,inan,masc,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2165,Арбат,5,"['Арбата', 'Арбату', 'Арбат']","NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2166,Коленкура,5,"['Коленкура', 'Коленкуре', 'Коленкур']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2167,Германия,5,"['Германию', 'Германии']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2168,Петербургский,5,"['Петербургские', 'Петербургской', 'Петербургского']","ADJF,Geox masc,sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2169,Ахросимов,5,"['Ахросимовой', 'Ахросимову', 'Ахросимова']","NOUN,inan,masc,Geox plur,gent",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2170,Никола,5,"['Николе', 'Никола', 'Николы']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2171,Орша,5,"['Оршу', 'Орши']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2172,Яузский,5,"['Яузского', 'Яузскому', 'Яузском']","ADJF,Geox masc,sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2173,Генуя,5,"['Генуи', 'Геную', 'Генуя']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2174,Рязань,4,"['Рязань', 'Рязани']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2175,Колоча,4,['Колоче'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2176,Пахра,4,['Пахрой'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2177,Лукка,4,"['Лукка', 'Лукки']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2178,Рейн,4,"['Рейне', 'Рейна', 'Рейн']","NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2179,Колочь,4,['Колочи'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2180,Рим,4,"['Риме', 'Рима']","NOUN,inan,masc,Geox sing,accs",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2181,Калуга,4,"['Калуге', 'Калуги', 'Калугу']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2182,Коперник,4,['Коперника'],"NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2183,Испания,4,"['Испании', 'Испания']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2184,Египет,4,['Египте'],"NOUN,inan,masc,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2185,Одер,4,"['Одеру', 'Одер']","NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2186,Остермана,4,"['Остерману', 'Остермана']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2187,Тулон,4,"['Тулона', 'Тулон']","NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2188,Митрич,3,['Митрич'],"NOUN,inan,masc,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2189,Мадрид,3,"['Мадрида', 'Мадрид']","NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2190,Торжок,3,['Торжке'],"NOUN,inan,masc,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2191,Глогау,3,['Глогау'],"NOUN,inan,masc,Sgtm,Fixd,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2192,Букарешт,3,"['Букарешта', 'Букареште']","NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2193,Царицыно,3,['Царицыном'],"NOUN,inan,neut,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2194,Юхнов,3,"['Юхнов', 'Юхнове']","NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2195,Варшава,3,['Варшаву'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2196,Дрезден,3,"['Дрезден', 'Дрездене', 'Дрездена']","NOUN,inan,masc,Geox sing,accs",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2197,Конда,3,['Конде'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2198,Дорогобуж,3,"['Дорогобужем', 'Дорогобуже', 'Дорогобужа']","NOUN,inan,masc,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2199,Замоскворечье,3,['Замоскворечье'],"NOUN,inan,neut,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2200,Казань,3,['Казань'],"NOUN,inan,femn,Sgtm,Geox sing,accs",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2201,Потсдам,3,"['Потсдама', 'Потсдаме']","NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2202,Карабах,2,"['Карабахом', 'Карабах']","NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2203,Михайловка,2,['Михайловке'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2204,Тула,2,"['Тулы', 'Тула']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2205,Молдавия,2,"['Молдавию', 'Молдавии']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2206,Монморанси,2,['Монморанси'],"NOUN,inan,masc,Sgtm,Fixd,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2207,Кавказ,2,['Кавказе'],"NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2208,Шенбрунн,2,['Шенбрунне'],"NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2209,Бремен,2,['Бремена'],"NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2210,Индия,2,['Индии'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2211,Милан,2,['Милане'],"NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2212,Янкова,2,['Янкове'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2213,Знаменка,2,['Знаменке'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2214,Пугачёв,2,['Пугачев'],"NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2215,Одесса,2,"['Одессу', 'Одессе']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2216,Жоконда,2,['Жоконду'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2217,Боровск,2,"['Боровска', 'Боровску']","NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2218,Вражек,2,"['Вражка', 'Вражке']","NOUN,inan,masc,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2219,Фиргоф,2,['Фиргоф'],"NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2220,Мадагаскар,2,['Мадагаскар'],"NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2221,Швеция,2,['Швеция'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2222,Кузминишн,2,['Кузминишну'],"NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2223,Князькова,2,"['Князькова', 'Князькову']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2224,Сабля,2,"['Сабли', 'Саблей']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2225,Лихтенштейн,2,['Лихтенштейн'],"NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2226,Лондон,2,['Лондон'],"NOUN,inan,masc,Geox sing,accs",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2227,Великое,2,['Великое'],"NOUN,inan,neut,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2228,Гамбург,2,['Гамбурга'],"NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2229,Китай,2,"['Китая', 'Китай']","NOUN,inan,masc,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2230,Финляндия,2,"['Финляндии', 'Финляндию']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2231,Петрополь,2,['Петрополя'],"NOUN,inan,masc,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2232,Кашмир,2,['Кашмира'],"NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2233,Мальта,2,"['Мальта', 'Мальту']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2234,Саламанка,2,['Саламанке'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2235,Маросейка,2,"['Маросейки', 'Маросейке']","NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2236,Серпухов,1,['Серпухов'],"NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2237,Бурдино,1,['Бурдино'],"NOUN,inan,neut,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2238,Руза,1,['Рузою'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2239,Сарагосса,1,['Сарагоссы'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2240,Русь,1,['Русь'],"NOUN,inan,femn,Sgtm,Geox sing,accs",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2241,Дюссекова,1,['Дюссековой'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2242,Тафа,1,['Тафа'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2243,Шишкова,1,['Шишкова'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2244,Америка,1,['Америку'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2245,Эцельсдорф,1,['Эцельсдорфа'],"NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2246,Эссена,1,['Эссена'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2247,Эльба,1,['Эльбу'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2248,Штральзунд,1,['Штральзунде'],"NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2249,Шишковы,1,['Шишков'],"NOUN,inan,femn,Sgtm,Geox sing,gent",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2250,Чигирин,1,['Чигирина'],"NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2251,Тверская,1,['Тверскую'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2252,Бертелеми,1,['Бертелеми'],"NOUN,inan,masc,Sgtm,Fixd,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2253,Урааааа,1,['Урааааа'],"NOUN,inan,masc,Sgtm,Fixd,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2254,Ураааа,1,['Ураааа'],"NOUN,inan,masc,Sgtm,Fixd,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2255,Бонапаг,1,['Бонапаг'],"NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2256,Украина,1,['Украине'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2257,Боржозовск,1,['Боржозовску'],"NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2258,Уррур,1,['Урруру'],"NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2259,Новгород,1,['Новгород'],"NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2260,Вилльнева,1,['Вилльневе'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2261,Копенгаген,1,['Копенгагене'],"NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2262,Адонай,1,['Адонаи'],"NOUN,inan,masc,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2263,Любим,1,['Любим'],"NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2264,Липецк,1,['Липецк'],"NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2265,Линц,1,['Линце'],"NOUN,inan,masc,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2266,Кёнигсберг,1,['Кенигсберг'],"NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2267,Данциг,1,['Данциг'],"NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2268,Кременчуг,1,['Кременчуга'],"NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2269,Кострома,1,['Костроме'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2270,Корвизар,1,['Корвизар'],"NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2271,Колизей,1,['Колизей'],"NOUN,inan,masc,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2272,Пречистенский,1,['Пречистенским'],"ADJF,Geox masc,sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2273,Кишинёв,1,['Кишиневе'],"NOUN,inan,masc,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2274,Двина,1,['Двину'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2275,Дели,1,['Дели'],"NOUN,inan,masc,Sgtm,Fixd,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
2276,Каролина,1,['Каролине'],"NOUN,inan,femn,Sgtm,Geox sing,nomn",Tolstoyi_L._Voyinaimir1._Voyina_I_Mir.txt
